Maximum,192.2,@,No.1176,,,,,
Minimum,-0.2,@,No.2388,,,,,
Average,54.46,,,,,,,
Data Quantity,2405,,,,,,,
Number of NG,0,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date
1481,58.4,gf,3.535,mm,OK,--,8:58:44 AM,1/10/2026
1482,58.3,gf,3.53,mm,OK,--,8:58:45 AM,1/10/2026
1483,58.3,gf,3.52,mm,OK,--,8:58:45 AM,1/10/2026
1484,58.4,gf,3.515,mm,OK,--,8:58:45 AM,1/10/2026
1485,58.4,gf,3.51,mm,OK,--,8:58:45 AM,1/10/2026
1486,58.2,gf,3.505,mm,OK,--,8:58:45 AM,1/10/2026
1487,58.1,gf,3.5,mm,OK,--,8:58:45 AM,1/10/2026
1488,57.8,gf,3.495,mm,OK,--,8:58:45 AM,1/10/2026
1489,57.8,gf,3.49,mm,OK,--,8:58:45 AM,1/10/2026
1490,57.8,gf,3.485,mm,OK,--,8:58:45 AM,1/10/2026
1491,57.9,gf,3.48,mm,OK,--,8:58:45 AM,1/10/2026
1492,57.8,gf,3.475,mm,OK,--,8:58:46 AM,1/10/2026
1493,57.8,gf,3.475,mm,OK,--,8:58:46 AM,1/10/2026
1494,57.9,gf,3.47,mm,OK,--,8:58:46 AM,1/10/2026
1495,58,gf,3.465,mm,OK,--,8:58:46 AM,1/10/2026
1496,57.8,gf,3.465,mm,OK,--,8:58:46 AM,1/10/2026
1497,57.8,gf,3.46,mm,OK,--,8:58:46 AM,1/10/2026
1498,57.8,gf,3.455,mm,OK,--,8:58:46 AM,1/10/2026
1499,57.7,gf,3.44,mm,OK,--,8:58:46 AM,1/10/2026
1500,57.6,gf,3.425,mm,OK,--,8:58:46 AM,1/10/2026
1501,57.6,gf,3.415,mm,OK,--,8:58:46 AM,1/10/2026
1502,57.6,gf,3.405,mm,OK,--,8:58:47 AM,1/10/2026
1503,57.6,gf,3.4,mm,OK,--,8:58:47 AM,1/10/2026
1504,57.6,gf,3.395,mm,OK,--,8:58:47 AM,1/10/2026
1505,57.4,gf,3.39,mm,OK,--,8:58:47 AM,1/10/2026
1506,57.4,gf,3.385,mm,OK,--,8:58:47 AM,1/10/2026
1507,57.4,gf,3.385,mm,OK,--,8:58:47 AM,1/10/2026
1508,57.4,gf,3.38,mm,OK,--,8:58:47 AM,1/10/2026
1509,57.4,gf,3.38,mm,OK,--,8:58:47 AM,1/10/2026
1510,57.3,gf,3.375,mm,OK,--,8:58:47 AM,1/10/2026
1511,57.4,gf,3.37,mm,OK,--,8:58:47 AM,1/10/2026
1512,57.3,gf,3.365,mm,OK,--,8:58:48 AM,1/10/2026
1513,57.3,gf,3.36,mm,OK,--,8:58:48 AM,1/10/2026
1514,57.2,gf,3.355,mm,OK,--,8:58:48 AM,1/10/2026
1515,57.3,gf,3.355,mm,OK,--,8:58:48 AM,1/10/2026
1516,57.3,gf,3.35,mm,OK,--,8:58:48 AM,1/10/2026
1517,57.3,gf,3.345,mm,OK,--,8:58:48 AM,1/10/2026
1518,57.3,gf,3.34,mm,OK,--,8:58:48 AM,1/10/2026
1519,57.3,gf,3.34,mm,OK,--,8:58:48 AM,1/10/2026
1520,57.2,gf,3.335,mm,OK,--,8:58:48 AM,1/10/2026
1521,57.1,gf,3.335,mm,OK,--,8:58:48 AM,1/10/2026
1522,57.1,gf,3.33,mm,OK,--,8:58:49 AM,1/10/2026
1523,57.1,gf,3.325,mm,OK,--,8:58:49 AM,1/10/2026
1524,57,gf,3.325,mm,OK,--,8:58:49 AM,1/10/2026
1525,57,gf,3.32,mm,OK,--,8:58:49 AM,1/10/2026
1526,57.1,gf,3.315,mm,OK,--,8:58:49 AM,1/10/2026
1527,57.1,gf,3.31,mm,OK,--,8:58:49 AM,1/10/2026
1528,57,gf,3.305,mm,OK,--,8:58:49 AM,1/10/2026
1529,57,gf,3.3,mm,OK,--,8:58:49 AM,1/10/2026
1530,57.1,gf,3.295,mm,OK,--,8:58:49 AM,1/10/2026
1531,57,gf,3.29,mm,OK,--,8:58:49 AM,1/10/2026
1532,57,gf,3.28,mm,OK,--,8:58:50 AM,1/10/2026
1533,56.8,gf,3.275,mm,OK,--,8:58:50 AM,1/10/2026
1534,56.7,gf,3.27,mm,OK,--,8:58:50 AM,1/10/2026
1535,56.6,gf,3.265,mm,OK,--,8:58:50 AM,1/10/2026
1536,56.6,gf,3.26,mm,OK,--,8:58:50 AM,1/10/2026
1537,56.6,gf,3.255,mm,OK,--,8:58:50 AM,1/10/2026
1538,56.7,gf,3.25,mm,OK,--,8:58:50 AM,1/10/2026
1539,56.8,gf,3.245,mm,OK,--,8:58:50 AM,1/10/2026
1540,56.7,gf,3.24,mm,OK,--,8:58:50 AM,1/10/2026
1541,56.5,gf,3.24,mm,OK,--,8:58:50 AM,1/10/2026
1542,56.6,gf,3.235,mm,OK,--,8:58:51 AM,1/10/2026
1543,56.6,gf,3.225,mm,OK,--,8:58:51 AM,1/10/2026
1544,56.5,gf,3.225,mm,OK,--,8:58:51 AM,1/10/2026
1545,56.6,gf,3.22,mm,OK,--,8:58:51 AM,1/10/2026
1546,56.4,gf,3.215,mm,OK,--,8:58:51 AM,1/10/2026
1547,56.5,gf,3.21,mm,OK,--,8:58:51 AM,1/10/2026
1548,56.5,gf,3.21,mm,OK,--,8:58:51 AM,1/10/2026
1549,56.4,gf,3.205,mm,OK,--,8:58:51 AM,1/10/2026
1550,56.4,gf,3.2,mm,OK,--,8:58:51 AM,1/10/2026
1551,56.4,gf,3.195,mm,OK,--,8:58:51 AM,1/10/2026
1552,56.4,gf,3.19,mm,OK,--,8:58:52 AM,1/10/2026
1553,56.5,gf,3.185,mm,OK,--,8:58:52 AM,1/10/2026
1554,56.4,gf,3.185,mm,OK,--,8:58:52 AM,1/10/2026
1555,56.4,gf,3.18,mm,OK,--,8:58:52 AM,1/10/2026
1556,56.3,gf,3.18,mm,OK,--,8:58:52 AM,1/10/2026
1557,56.2,gf,3.175,mm,OK,--,8:58:52 AM,1/10/2026
1558,56.2,gf,3.17,mm,OK,--,8:58:52 AM,1/10/2026
1559,56.3,gf,3.165,mm,OK,--,8:58:52 AM,1/10/2026
1560,56.3,gf,3.165,mm,OK,--,8:58:52 AM,1/10/2026
1561,56.2,gf,3.16,mm,OK,--,8:58:52 AM,1/10/2026
1562,56.2,gf,3.155,mm,OK,--,8:58:53 AM,1/10/2026
1563,56.2,gf,3.155,mm,OK,--,8:58:53 AM,1/10/2026
1564,56.1,gf,3.15,mm,OK,--,8:58:53 AM,1/10/2026
1565,56,gf,3.145,mm,OK,--,8:58:53 AM,1/10/2026
1566,56,gf,3.145,mm,OK,--,8:58:53 AM,1/10/2026
1567,56,gf,3.14,mm,OK,--,8:58:53 AM,1/10/2026
1568,56,gf,3.135,mm,OK,--,8:58:53 AM,1/10/2026
1569,56,gf,3.13,mm,OK,--,8:58:53 AM,1/10/2026
1570,56,gf,3.125,mm,OK,--,8:58:53 AM,1/10/2026
1571,55.9,gf,3.12,mm,OK,--,8:58:53 AM,1/10/2026
1572,55.8,gf,3.12,mm,OK,--,8:58:54 AM,1/10/2026
1573,55.7,gf,3.11,mm,OK,--,8:58:54 AM,1/10/2026
1574,55.7,gf,3.105,mm,OK,--,8:58:54 AM,1/10/2026
1575,55.7,gf,3.1,mm,OK,--,8:58:54 AM,1/10/2026
1576,55.7,gf,3.095,mm,OK,--,8:58:54 AM,1/10/2026
1577,55.7,gf,3.09,mm,OK,--,8:58:54 AM,1/10/2026
1578,55.5,gf,3.085,mm,OK,--,8:58:54 AM,1/10/2026
1579,55.5,gf,3.08,mm,OK,--,8:58:54 AM,1/10/2026
1580,55.6,gf,3.075,mm,OK,--,8:58:54 AM,1/10/2026
1581,55.6,gf,3.07,mm,OK,--,8:58:54 AM,1/10/2026
1582,55.6,gf,3.065,mm,OK,--,8:58:55 AM,1/10/2026
1583,55.6,gf,3.06,mm,OK,--,8:58:55 AM,1/10/2026
1584,55.6,gf,3.06,mm,OK,--,8:58:55 AM,1/10/2026
1585,55.4,gf,3.055,mm,OK,--,8:58:55 AM,1/10/2026
1586,55.4,gf,3.05,mm,OK,--,8:58:55 AM,1/10/2026
1587,55.5,gf,3.05,mm,OK,--,8:58:55 AM,1/10/2026
1588,55.5,gf,3.045,mm,OK,--,8:58:55 AM,1/10/2026
1589,55.5,gf,3.04,mm,OK,--,8:58:55 AM,1/10/2026
1590,55.4,gf,3.04,mm,OK,--,8:58:55 AM,1/10/2026
1591,55.3,gf,3.035,mm,OK,--,8:58:55 AM,1/10/2026
1592,55.3,gf,3.03,mm,OK,--,8:58:56 AM,1/10/2026
1593,55.1,gf,3.025,mm,OK,--,8:58:56 AM,1/10/2026
1594,55,gf,3.025,mm,OK,--,8:58:56 AM,1/10/2026
1595,55.1,gf,3.02,mm,OK,--,8:58:56 AM,1/10/2026
1596,55.2,gf,3.015,mm,OK,--,8:58:56 AM,1/10/2026
1597,55.2,gf,3.01,mm,OK,--,8:58:56 AM,1/10/2026
1598,55.2,gf,3.005,mm,OK,--,8:58:56 AM,1/10/2026
1599,55.2,gf,3.005,mm,OK,--,8:58:56 AM,1/10/2026
1600,55.1,gf,3,mm,OK,--,8:58:56 AM,1/10/2026
1601,54.9,gf,2.995,mm,OK,--,8:58:56 AM,1/10/2026
1602,55,gf,2.995,mm,OK,--,8:58:57 AM,1/10/2026
1603,55,gf,2.99,mm,OK,--,8:58:57 AM,1/10/2026
1604,55,gf,2.99,mm,OK,--,8:58:57 AM,1/10/2026
1605,55,gf,2.985,mm,OK,--,8:58:57 AM,1/10/2026
1606,54.9,gf,2.985,mm,OK,--,8:58:57 AM,1/10/2026
1607,54.9,gf,2.98,mm,OK,--,8:58:57 AM,1/10/2026
1608,54.9,gf,2.975,mm,OK,--,8:58:57 AM,1/10/2026
1609,54.8,gf,2.97,mm,OK,--,8:58:57 AM,1/10/2026
1610,54.8,gf,2.97,mm,OK,--,8:58:57 AM,1/10/2026
1611,54.7,gf,2.965,mm,OK,--,8:58:57 AM,1/10/2026
1612,54.7,gf,2.96,mm,OK,--,8:58:58 AM,1/10/2026
1613,54.7,gf,2.96,mm,OK,--,8:58:58 AM,1/10/2026
1614,54.8,gf,2.955,mm,OK,--,8:58:58 AM,1/10/2026
1615,54.8,gf,2.955,mm,OK,--,8:58:58 AM,1/10/2026
1616,54.8,gf,2.955,mm,OK,--,8:58:58 AM,1/10/2026
1617,54.8,gf,2.95,mm,OK,--,8:58:58 AM,1/10/2026
1618,54.8,gf,2.945,mm,OK,--,8:58:58 AM,1/10/2026
1619,54.7,gf,2.945,mm,OK,--,8:58:58 AM,1/10/2026
1620,54.7,gf,2.94,mm,OK,--,8:58:58 AM,1/10/2026
1621,54.7,gf,2.94,mm,OK,--,8:58:58 AM,1/10/2026
1622,54.7,gf,2.935,mm,OK,--,8:58:59 AM,1/10/2026
1623,54.7,gf,2.935,mm,OK,--,8:58:59 AM,1/10/2026
1624,54.7,gf,2.935,mm,OK,--,8:58:59 AM,1/10/2026
1625,54.7,gf,2.935,mm,OK,--,8:58:59 AM,1/10/2026
1626,54.7,gf,2.93,mm,OK,--,8:58:59 AM,1/10/2026
1627,54.7,gf,2.93,mm,OK,--,8:58:59 AM,1/10/2026
1628,54.7,gf,2.925,mm,OK,--,8:58:59 AM,1/10/2026
1629,54.7,gf,2.925,mm,OK,--,8:58:59 AM,1/10/2026
1630,54.7,gf,2.92,mm,OK,--,8:58:59 AM,1/10/2026
1631,54.7,gf,2.92,mm,OK,--,8:58:59 AM,1/10/2026
1632,54.7,gf,2.915,mm,OK,--,8:59:00 AM,1/10/2026
1633,54.6,gf,2.915,mm,OK,--,8:59:00 AM,1/10/2026
1634,54.5,gf,2.91,mm,OK,--,8:59:00 AM,1/10/2026
1635,54.5,gf,2.905,mm,OK,--,8:59:00 AM,1/10/2026
1636,54.4,gf,2.9,mm,OK,--,8:59:00 AM,1/10/2026
1637,54.4,gf,2.895,mm,OK,--,8:59:00 AM,1/10/2026
1638,54.3,gf,2.89,mm,OK,--,8:59:00 AM,1/10/2026
1639,54.3,gf,2.885,mm,OK,--,8:59:00 AM,1/10/2026
1640,54.3,gf,2.885,mm,OK,--,8:59:00 AM,1/10/2026
1641,54.3,gf,2.88,mm,OK,--,8:59:00 AM,1/10/2026
1642,54.4,gf,2.875,mm,OK,--,8:59:01 AM,1/10/2026
1643,54.3,gf,2.875,mm,OK,--,8:59:01 AM,1/10/2026
1644,54.2,gf,2.87,mm,OK,--,8:59:01 AM,1/10/2026
1645,54.1,gf,2.86,mm,OK,--,8:59:01 AM,1/10/2026
1646,54,gf,2.85,mm,OK,--,8:59:01 AM,1/10/2026
1647,54,gf,2.845,mm,OK,--,8:59:01 AM,1/10/2026
1648,54,gf,2.84,mm,OK,--,8:59:01 AM,1/10/2026
1649,53.9,gf,2.835,mm,OK,--,8:59:01 AM,1/10/2026
1650,53.9,gf,2.83,mm,OK,--,8:59:01 AM,1/10/2026
1651,53.9,gf,2.83,mm,OK,--,8:59:01 AM,1/10/2026
1652,53.9,gf,2.825,mm,OK,--,8:59:02 AM,1/10/2026
1653,53.9,gf,2.825,mm,OK,--,8:59:02 AM,1/10/2026
1654,53.9,gf,2.82,mm,OK,--,8:59:02 AM,1/10/2026
1655,53.8,gf,2.815,mm,OK,--,8:59:02 AM,1/10/2026
1656,53.8,gf,2.81,mm,OK,--,8:59:02 AM,1/10/2026
1657,53.6,gf,2.805,mm,OK,--,8:59:02 AM,1/10/2026
1658,53.6,gf,2.805,mm,OK,--,8:59:02 AM,1/10/2026
1659,53.5,gf,2.8,mm,OK,--,8:59:02 AM,1/10/2026
1660,53.5,gf,2.8,mm,OK,--,8:59:02 AM,1/10/2026
1661,53.5,gf,2.8,mm,OK,--,8:59:02 AM,1/10/2026
1662,53.5,gf,2.8,mm,OK,--,8:59:03 AM,1/10/2026
1663,53.5,gf,2.795,mm,OK,--,8:59:03 AM,1/10/2026
1664,53.4,gf,2.795,mm,OK,--,8:59:03 AM,1/10/2026
1665,53.4,gf,2.795,mm,OK,--,8:59:03 AM,1/10/2026
1666,53.4,gf,2.79,mm,OK,--,8:59:03 AM,1/10/2026
1667,53.5,gf,2.79,mm,OK,--,8:59:03 AM,1/10/2026
1668,53.5,gf,2.785,mm,OK,--,8:59:03 AM,1/10/2026
1669,53.5,gf,2.785,mm,OK,--,8:59:03 AM,1/10/2026
1670,53.5,gf,2.785,mm,OK,--,8:59:03 AM,1/10/2026
1671,53.4,gf,2.78,mm,OK,--,8:59:03 AM,1/10/2026
1672,53.4,gf,2.78,mm,OK,--,8:59:04 AM,1/10/2026
1673,53.3,gf,2.775,mm,OK,--,8:59:04 AM,1/10/2026
1674,53.3,gf,2.775,mm,OK,--,8:59:04 AM,1/10/2026
1675,53.2,gf,2.775,mm,OK,--,8:59:04 AM,1/10/2026
1676,53.1,gf,2.77,mm,OK,--,8:59:04 AM,1/10/2026
1677,53.1,gf,2.77,mm,OK,--,8:59:04 AM,1/10/2026
1678,53.1,gf,2.77,mm,OK,--,8:59:04 AM,1/10/2026
1679,53.2,gf,2.765,mm,OK,--,8:59:04 AM,1/10/2026
1680,53.2,gf,2.765,mm,OK,--,8:59:04 AM,1/10/2026
1681,53.1,gf,2.765,mm,OK,--,8:59:04 AM,1/10/2026
1682,53,gf,2.76,mm,OK,--,8:59:05 AM,1/10/2026
1683,52.9,gf,2.76,mm,OK,--,8:59:05 AM,1/10/2026
1684,52.9,gf,2.76,mm,OK,--,8:59:05 AM,1/10/2026
1685,52.9,gf,2.755,mm,OK,--,8:59:05 AM,1/10/2026
1686,52.7,gf,2.755,mm,OK,--,8:59:05 AM,1/10/2026
1687,52.6,gf,2.75,mm,OK,--,8:59:05 AM,1/10/2026
1688,52.6,gf,2.75,mm,OK,--,8:59:05 AM,1/10/2026
1689,52.4,gf,2.745,mm,OK,--,8:59:05 AM,1/10/2026
1690,52.4,gf,2.74,mm,OK,--,8:59:05 AM,1/10/2026
1691,52.4,gf,2.735,mm,OK,--,8:59:05 AM,1/10/2026
1692,52.4,gf,2.735,mm,OK,--,8:59:06 AM,1/10/2026
1693,52.4,gf,2.735,mm,OK,--,8:59:06 AM,1/10/2026
1694,52.3,gf,2.735,mm,OK,--,8:59:06 AM,1/10/2026
1695,52.3,gf,2.73,mm,OK,--,8:59:06 AM,1/10/2026
1696,52.3,gf,2.73,mm,OK,--,8:59:06 AM,1/10/2026
1697,52.3,gf,2.73,mm,OK,--,8:59:06 AM,1/10/2026
1698,52.3,gf,2.73,mm,OK,--,8:59:06 AM,1/10/2026
1699,52.3,gf,2.725,mm,OK,--,8:59:06 AM,1/10/2026
1700,52.2,gf,2.725,mm,OK,--,8:59:06 AM,1/10/2026
1701,52.2,gf,2.72,mm,OK,--,8:59:06 AM,1/10/2026
1702,52.1,gf,2.72,mm,OK,--,8:59:07 AM,1/10/2026
1703,52.1,gf,2.72,mm,OK,--,8:59:07 AM,1/10/2026
1704,52.1,gf,2.72,mm,OK,--,8:59:07 AM,1/10/2026
1705,52.1,gf,2.715,mm,OK,--,8:59:07 AM,1/10/2026
1706,52.1,gf,2.715,mm,OK,--,8:59:07 AM,1/10/2026
1707,52.1,gf,2.715,mm,OK,--,8:59:07 AM,1/10/2026
1708,52.1,gf,2.715,mm,OK,--,8:59:07 AM,1/10/2026
1709,52.1,gf,2.715,mm,OK,--,8:59:07 AM,1/10/2026
1710,52.1,gf,2.71,mm,OK,--,8:59:07 AM,1/10/2026
1711,52.2,gf,2.705,mm,OK,--,8:59:07 AM,1/10/2026
1712,52.2,gf,2.705,mm,OK,--,8:59:08 AM,1/10/2026
1713,52.3,gf,2.705,mm,OK,--,8:59:08 AM,1/10/2026
1714,52.2,gf,2.7,mm,OK,--,8:59:08 AM,1/10/2026
1715,52.3,gf,2.7,mm,OK,--,8:59:08 AM,1/10/2026
1716,52.2,gf,2.7,mm,OK,--,8:59:08 AM,1/10/2026
1717,52.2,gf,2.7,mm,OK,--,8:59:08 AM,1/10/2026
1718,52.1,gf,2.695,mm,OK,--,8:59:08 AM,1/10/2026
1719,52.1,gf,2.695,mm,OK,--,8:59:08 AM,1/10/2026
1720,52.1,gf,2.69,mm,OK,--,8:59:08 AM,1/10/2026
1721,52.1,gf,2.69,mm,OK,--,8:59:08 AM,1/10/2026
1722,52.1,gf,2.685,mm,OK,--,8:59:09 AM,1/10/2026
1723,52.1,gf,2.685,mm,OK,--,8:59:09 AM,1/10/2026
1724,52.2,gf,2.685,mm,OK,--,8:59:09 AM,1/10/2026
1725,52.1,gf,2.68,mm,OK,--,8:59:09 AM,1/10/2026
1726,52,gf,2.68,mm,OK,--,8:59:09 AM,1/10/2026
1727,52,gf,2.68,mm,OK,--,8:59:09 AM,1/10/2026
1728,52,gf,2.675,mm,OK,--,8:59:09 AM,1/10/2026
1729,52,gf,2.675,mm,OK,--,8:59:09 AM,1/10/2026
1730,52,gf,2.675,mm,OK,--,8:59:09 AM,1/10/2026
1731,52,gf,2.67,mm,OK,--,8:59:09 AM,1/10/2026
1732,52.1,gf,2.67,mm,OK,--,8:59:10 AM,1/10/2026
1733,52,gf,2.67,mm,OK,--,8:59:10 AM,1/10/2026
1734,52,gf,2.67,mm,OK,--,8:59:10 AM,1/10/2026
1735,52,gf,2.665,mm,OK,--,8:59:10 AM,1/10/2026
1736,52,gf,2.665,mm,OK,--,8:59:10 AM,1/10/2026
1737,51.9,gf,2.665,mm,OK,--,8:59:10 AM,1/10/2026
1738,52,gf,2.66,mm,OK,--,8:59:10 AM,1/10/2026
1739,52,gf,2.66,mm,OK,--,8:59:10 AM,1/10/2026
1740,52,gf,2.66,mm,OK,--,8:59:10 AM,1/10/2026
1741,51.9,gf,2.655,mm,OK,--,8:59:10 AM,1/10/2026
1742,51.9,gf,2.655,mm,OK,--,8:59:11 AM,1/10/2026
1743,51.9,gf,2.655,mm,OK,--,8:59:11 AM,1/10/2026
1744,51.9,gf,2.655,mm,OK,--,8:59:11 AM,1/10/2026
1745,51.9,gf,2.655,mm,OK,--,8:59:11 AM,1/10/2026
1746,51.9,gf,2.655,mm,OK,--,8:59:11 AM,1/10/2026
1747,51.8,gf,2.655,mm,OK,--,8:59:11 AM,1/10/2026
1748,51.8,gf,2.65,mm,OK,--,8:59:11 AM,1/10/2026
1749,51.7,gf,2.65,mm,OK,--,8:59:11 AM,1/10/2026
1750,51.7,gf,2.65,mm,OK,--,8:59:11 AM,1/10/2026
1751,51.7,gf,2.65,mm,OK,--,8:59:11 AM,1/10/2026
1752,51.7,gf,2.65,mm,OK,--,8:59:12 AM,1/10/2026
1753,51.8,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1754,51.7,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1755,51.7,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1756,51.8,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1757,51.8,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1758,51.7,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1759,51.7,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1760,51.8,gf,2.645,mm,OK,--,8:59:12 AM,1/10/2026
1761,51.8,gf,2.64,mm,OK,--,8:59:12 AM,1/10/2026
1762,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1763,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1764,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1765,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1766,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1767,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1768,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1769,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1770,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1771,51.8,gf,2.64,mm,OK,--,8:59:13 AM,1/10/2026
1772,51.7,gf,2.64,mm,OK,--,8:59:14 AM,1/10/2026
1773,51.7,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1774,51.7,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1775,51.7,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1776,51.7,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1777,51.6,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1778,51.6,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1779,51.6,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1780,51.6,gf,2.635,mm,OK,--,8:59:14 AM,1/10/2026
1781,51.6,gf,2.63,mm,OK,--,8:59:14 AM,1/10/2026
1782,51.6,gf,2.63,mm,OK,--,8:59:15 AM,1/10/2026
1783,51.5,gf,2.63,mm,OK,--,8:59:15 AM,1/10/2026
1784,51.5,gf,2.63,mm,OK,--,8:59:15 AM,1/10/2026
1785,51.6,gf,2.625,mm,OK,--,8:59:15 AM,1/10/2026
1786,51.5,gf,2.615,mm,OK,--,8:59:15 AM,1/10/2026
1787,51.8,gf,2.605,mm,OK,--,8:59:15 AM,1/10/2026
1788,51.4,gf,2.59,mm,OK,--,8:59:15 AM,1/10/2026
1789,51.3,gf,2.575,mm,OK,--,8:59:15 AM,1/10/2026
1790,51,gf,2.57,mm,OK,--,8:59:15 AM,1/10/2026
1791,51,gf,2.565,mm,OK,--,8:59:15 AM,1/10/2026
1792,51,gf,2.56,mm,OK,--,8:59:16 AM,1/10/2026
1793,51,gf,2.555,mm,OK,--,8:59:16 AM,1/10/2026
1794,50.9,gf,2.555,mm,OK,--,8:59:16 AM,1/10/2026
1795,50.9,gf,2.55,mm,OK,--,8:59:16 AM,1/10/2026
1796,50.8,gf,2.545,mm,OK,--,8:59:16 AM,1/10/2026
1797,50.8,gf,2.54,mm,OK,--,8:59:16 AM,1/10/2026
1798,50.8,gf,2.535,mm,OK,--,8:59:16 AM,1/10/2026
1799,50.8,gf,2.53,mm,OK,--,8:59:16 AM,1/10/2026
1800,50.8,gf,2.525,mm,OK,--,8:59:16 AM,1/10/2026
1801,50.7,gf,2.52,mm,OK,--,8:59:16 AM,1/10/2026
1802,50.6,gf,2.515,mm,OK,--,8:59:17 AM,1/10/2026
1803,50.6,gf,2.51,mm,OK,--,8:59:17 AM,1/10/2026
1804,50.6,gf,2.505,mm,OK,--,8:59:17 AM,1/10/2026
1805,50.4,gf,2.5,mm,OK,--,8:59:17 AM,1/10/2026
1806,50.5,gf,2.495,mm,OK,--,8:59:17 AM,1/10/2026
1807,50.5,gf,2.49,mm,OK,--,8:59:17 AM,1/10/2026
1808,50.5,gf,2.49,mm,OK,--,8:59:17 AM,1/10/2026
1809,50.5,gf,2.485,mm,OK,--,8:59:17 AM,1/10/2026
1810,50.4,gf,2.485,mm,OK,--,8:59:17 AM,1/10/2026
1811,50.4,gf,2.48,mm,OK,--,8:59:17 AM,1/10/2026
1812,50.3,gf,2.475,mm,OK,--,8:59:18 AM,1/10/2026
1813,50.3,gf,2.47,mm,OK,--,8:59:18 AM,1/10/2026
1814,50.3,gf,2.465,mm,OK,--,8:59:18 AM,1/10/2026
1815,50.2,gf,2.46,mm,OK,--,8:59:18 AM,1/10/2026
1816,50.1,gf,2.455,mm,OK,--,8:59:18 AM,1/10/2026
1817,50.1,gf,2.45,mm,OK,--,8:59:18 AM,1/10/2026
1818,50.1,gf,2.44,mm,OK,--,8:59:18 AM,1/10/2026
1819,50.1,gf,2.435,mm,OK,--,8:59:18 AM,1/10/2026
1820,49.9,gf,2.435,mm,OK,--,8:59:18 AM,1/10/2026
1821,49.9,gf,2.425,mm,OK,--,8:59:18 AM,1/10/2026
1822,49.8,gf,2.42,mm,OK,--,8:59:19 AM,1/10/2026
1823,49.6,gf,2.415,mm,OK,--,8:59:19 AM,1/10/2026
1824,49.2,gf,2.41,mm,OK,--,8:59:19 AM,1/10/2026
1825,48.8,gf,2.405,mm,OK,--,8:59:19 AM,1/10/2026
1826,48.5,gf,2.4,mm,OK,--,8:59:19 AM,1/10/2026
1827,48.3,gf,2.4,mm,OK,--,8:59:19 AM,1/10/2026
1828,48.1,gf,2.395,mm,OK,--,8:59:19 AM,1/10/2026
1829,47.8,gf,2.385,mm,OK,--,8:59:19 AM,1/10/2026
1830,47.5,gf,2.38,mm,OK,--,8:59:19 AM,1/10/2026
1831,47.5,gf,2.375,mm,OK,--,8:59:19 AM,1/10/2026
1832,47.3,gf,2.37,mm,OK,--,8:59:20 AM,1/10/2026
1833,47.2,gf,2.365,mm,OK,--,8:59:20 AM,1/10/2026
1834,47.1,gf,2.36,mm,OK,--,8:59:20 AM,1/10/2026
1835,47.3,gf,2.355,mm,OK,--,8:59:20 AM,1/10/2026
1836,47.1,gf,2.355,mm,OK,--,8:59:20 AM,1/10/2026
1837,46.9,gf,2.35,mm,OK,--,8:59:20 AM,1/10/2026
1838,47.1,gf,2.35,mm,OK,--,8:59:20 AM,1/10/2026
1839,47.1,gf,2.35,mm,OK,--,8:59:20 AM,1/10/2026
1840,46.9,gf,2.35,mm,OK,--,8:59:20 AM,1/10/2026
1841,46.7,gf,2.35,mm,OK,--,8:59:20 AM,1/10/2026
1842,46.8,gf,2.345,mm,OK,--,8:59:21 AM,1/10/2026
1843,46.8,gf,2.345,mm,OK,--,8:59:21 AM,1/10/2026
1844,46.9,gf,2.34,mm,OK,--,8:59:21 AM,1/10/2026
1845,46.9,gf,2.34,mm,OK,--,8:59:21 AM,1/10/2026
1846,46.8,gf,2.335,mm,OK,--,8:59:21 AM,1/10/2026
1847,46.9,gf,2.33,mm,OK,--,8:59:21 AM,1/10/2026
