Maximum,189.7,@,No.1241,,,,,,
Minimum,-0.9,@,No.2375,,,,,,
Average,51.49,,,,,,,,
Data Quantity,2390,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
225,33.5,gf,0.625,mm,OK,--,7:02:54 PM,3/11/2026,
226,33.5,gf,0.630,mm,OK,--,7:02:55 PM,3/11/2026,
227,33.5,gf,0.635,mm,OK,--,7:02:55 PM,3/11/2026,
228,33.6,gf,0.640,mm,OK,--,7:02:55 PM,3/11/2026,
229,33.5,gf,0.650,mm,OK,--,7:02:55 PM,3/11/2026,
230,33.4,gf,0.655,mm,OK,--,7:02:55 PM,3/11/2026,
231,33.4,gf,0.660,mm,OK,--,7:02:55 PM,3/11/2026,
232,33.4,gf,0.665,mm,OK,--,7:02:55 PM,3/11/2026,
233,33.5,gf,0.670,mm,OK,--,7:02:55 PM,3/11/2026,
234,33.4,gf,0.675,mm,OK,--,7:02:55 PM,3/11/2026,
235,33.4,gf,0.680,mm,OK,--,7:02:55 PM,3/11/2026,
236,33.5,gf,0.685,mm,OK,--,7:02:56 PM,3/11/2026,
237,33.5,gf,0.685,mm,OK,--,7:02:56 PM,3/11/2026,
238,33.4,gf,0.690,mm,OK,--,7:02:56 PM,3/11/2026,
239,33.5,gf,0.690,mm,OK,--,7:02:56 PM,3/11/2026,
240,33.5,gf,0.690,mm,OK,--,7:02:56 PM,3/11/2026,
241,33.6,gf,0.695,mm,OK,--,7:02:56 PM,3/11/2026,
242,33.7,gf,0.695,mm,OK,--,7:02:56 PM,3/11/2026,
243,33.7,gf,0.700,mm,OK,--,7:02:56 PM,3/11/2026,
244,33.7,gf,0.705,mm,OK,--,7:02:56 PM,3/11/2026,
245,33.6,gf,0.705,mm,OK,--,7:02:56 PM,3/11/2026,
246,33.6,gf,0.710,mm,OK,--,7:02:57 PM,3/11/2026,
247,33.7,gf,0.710,mm,OK,--,7:02:57 PM,3/11/2026,
248,33.7,gf,0.715,mm,OK,--,7:02:57 PM,3/11/2026,
249,33.7,gf,0.715,mm,OK,--,7:02:57 PM,3/11/2026,
250,33.8,gf,0.715,mm,OK,--,7:02:57 PM,3/11/2026,
251,33.7,gf,0.720,mm,OK,--,7:02:57 PM,3/11/2026,
252,33.8,gf,0.720,mm,OK,--,7:02:57 PM,3/11/2026,
253,33.8,gf,0.720,mm,OK,--,7:02:57 PM,3/11/2026,
254,33.7,gf,0.725,mm,OK,--,7:02:57 PM,3/11/2026,
255,33.7,gf,0.725,mm,OK,--,7:02:57 PM,3/11/2026,
256,33.8,gf,0.730,mm,OK,--,7:02:58 PM,3/11/2026,
257,33.7,gf,0.730,mm,OK,--,7:02:58 PM,3/11/2026,
258,33.8,gf,0.730,mm,OK,--,7:02:58 PM,3/11/2026,
259,33.9,gf,0.730,mm,OK,--,7:02:58 PM,3/11/2026,
260,33.9,gf,0.735,mm,OK,--,7:02:58 PM,3/11/2026,
261,33.7,gf,0.735,mm,OK,--,7:02:58 PM,3/11/2026,
262,33.8,gf,0.735,mm,OK,--,7:02:58 PM,3/11/2026,
263,33.8,gf,0.740,mm,OK,--,7:02:58 PM,3/11/2026,
264,33.9,gf,0.740,mm,OK,--,7:02:58 PM,3/11/2026,
265,33.9,gf,0.740,mm,OK,--,7:02:58 PM,3/11/2026,
